Actual Summary,Model Summary
"Roads out of Kathmandu are damaged but passable. Even close to the capital, aid is taking forever to trickle through. East of the city, the village of Ravi Opi counts the cost of devastation.
","Roads out of Kathmandu show signs of damage from Saturday's earthquake. In Ravi Opi, a village 30 miles from the capital, roads are filled in with rubble and dirt. Maili Tamang, 62, was trapped in her house when the quake struck, but survived. She and her family are now living in a makeshift shelter. "
"Despite pleas for mercy, Indonesia executed eight prisoners on Wednesday. Included two of the ""Bali Nine,"" convicted drug traffickers from Australia. Executions will damage relations between countries, but public image will take longer to heal.
","Andrew Chan and Myuran Sukumaran's deaths will result in short to medium term frictions between Canberra and Jakarta. Australian public's view of Indonesia, and anger with its government, will take much longer to subside. Australia and Indonesia have a number of common interests that neither side can abandon. "
"What to expect if Bernie Sanders takes the presidential plunge. Biden's and Kasich's ""wait and see"" 2016 strategies. GOP recruiting Senate candidates for 2016 in Nevada and Colorado.
",Sen. Bernie Sanders of Vermont is expected to announce his candidacy within days. Ohio Gov. John Kasich is taking a wait-and-see approach to the 2016 race. The GOP establishment is putting a lot of emphasis on retaining control of the Senate. 
"Indonesia executed eight prisoners including two Australians on Wednesday. Two of ""Bali Nine"" were killed despite Australia's pleas for mercy. All around the world, innocent people being killed by the state in our name, writes Mark Beeson.
",Many Australians are appalled by the brutal and pointless executions of Andrew Chan and Myuran Sukumaran in Indonesia. The executions raise questions about the powers we give to state officials. 
"Prosecutors get investigative report a day early, but don't expect immediate word on charges. Attorney general: We're continuing ""careful and deliberate examination of the facts"" Gray family was told ""answers were not going to come quickly,"" and that's fine, attorney says.
","Baltimore police hand over files on Freddie Gray's death to prosecutors. No reports will be made public, police commissioner says. Mayor Stephanie Rawlings-Blake dances around questions about whether charges will be filed. "
"Peggy Drexler: In interview to promote movie, Robert Downey Jr. walked out after being asked personal questions. She says his behavior was rude, demeaning to the interviewer, who was just doing his job.
",Robert Downey Jr. walked out of an interview with a British journalist who dared to veer away from the superhero movie he was promoting. 
"German police say they think they ""have thwarted an Islamist attack,"" interior minister for Hesse state says. German terrorism researcher: Couple accused of planning bomb attack on bicycle race near Frankfurt.
",German police arrest a man and a woman on suspicion of planning a Boston-style attack. A terrorism researcher says the couple had ties to radical Islamist circles in the Frankfurt area. 
"Japanese Prime Minister Shinzo Abe will address Congress on Wednesday. Paul Sracic: Abe has a lot riding on TPP trade agreement.
",Japanese Prime Minister Shinzo Abe is scheduled to speak Wednesday to a joint meeting of Congress. 
"Gabriel Salvador set up an initial meeting between a TV exec and Manny Pacquiao's trainer. Salvador is an actor and waiter at Craig's restaurant in Los Angeles.
","Les Moonves' waiter offered him an ""in"" to the Floyd Mayweather vs. Manny Pacquiao fight. Gabriel Salvador is an actor who has appeared in ""Bones"" and ""Blue Bloods"" Salvador's son trained at the gym owned by Mayweather's trainer, Freddie Roach. "
"Kim Bok-dong is determined to share her story of sexual slavery until she's no longer physically able. Kim was held prisoner by the Japanese military in a ""comfort station"" for five years, raped ceaselessly. She says she won't rest until she receives a formal apology from the Japanese government.
","Kim Bok-dong spent five years as a sex slave in Japanese military brothels. She is now blind and deaf, but says she will continue to speak out until she dies. An estimated 200,000 Japanese women were sex slaves during World War II. Critics say Japanese Prime Minister Shinzo Abe has not done enough to apologize. "
"Death toll in Nepal climbs above 4,600, officials say, with more than 9,000 injured. Shattered villages near epicenter are hard to reach, says aid worker in the area. More bad weather is forecast for the region in the coming days.
","Up to 200 people are feared missing after a landslide in Langtang National Park, an official says. More than 8 million people are affected by the earthquake, officials say. "
"Indian Air Force and Nepalese Army medical team launch rescue mission to bring injured people to hospitals in Kathmandu. Forshani Tamang's family carried her for four hours to reach help after she was wounded when their home was destroyed.
","Indian air crew and Nepalese army medical team deliver relief supplies to remote village. More than 5,000 people have been killed in Nepal's 7.8-magnitude quake. Many of the most seriously injured are being treated in Kathmandu. "
"""I had never seen a judge conduct himself in that way,"" defendant's lawyer says. A judge reduces prison sentences for 3 educators in the Atlanta Public Schools cheating scandal. ""I'm not comfortable with it,"" Judge Jerry Baxter said of the original longer sentences.
","Judge Jerry Baxter says he's not ""comfortable"" with seven-year prison terms for three Atlanta educators. Baxter had earlier given the three the harshest sentences. "
"About a dozen Native American actors walk off set of Adam Sandler comedy, says report. Actors say satirical Western's script is insulting to Native Americans and women.
","Native American actors walk off set of Adam Sandler movie ""The Ridiculous Six"" They say script insults Native Americans and women, according to Indian Country Today Media Network. Sandler has not commented publicly on the walkout. "
"Wave of deadly anti-immigrant violence has caused thousands to flee their homes in South Africa. Immigrants fear further attacks despite clamp down by authorities. ""How am I going to pay the rent and feed my wife?"" says one man.
","Anti-immigrant violence has swept South Africa in recent days, leaving several dead. CNN spoke to several immigrants living and working in the country about the crisis. "
